Ref,Val,Package,PosX,PosY,Rot,Side
"IC11","RFSW6042","QFN40P180X180X55-13T76N",51.200000,46.800000,90.000000,top
"IC12","RFSW6042","QFN40P180X180X55-13T76N",51.200000,37.200000,-90.000000,top
"IC13","QPC6324","QFN-20-1EP_4x4mm_P0.5mm_EP2.5x2.5mm",60.800000,35.300000,0.000000,top
"IC14","RFSA3714","QFN-24-1EP_4x4mm_P0.5mm_EP2.6x2.6mm",61.600000,27.500000,-90.000000,top
"IC15","TRF37A73","DFN-8-1EP_2x2mm_P0.5mm_EP0.9x1.6mm",60.650000,20.600000,-90.000000,top
"IC16","QPC6324","QFN-20-1EP_4x4mm_P0.5mm_EP2.5x2.5mm",61.000000,7.000000,180.000000,top
"IC17","QPC6324","QFN-20-1EP_4x4mm_P0.5mm_EP2.5x2.5mm",89.000000,8.000000,45.000000,top
"IC18","QPC6324","QFN-20-1EP_4x4mm_P0.5mm_EP2.5x2.5mm",30.000000,8.000000,45.000000,top
"IC19","AP2114H","SOT-223-3_TabPin2",76.000000,24.000000,0.000000,top
"IC20","NCP702-3.3","SOT-23-5",79.100000,17.800000,0.000000,top
"IC21","MAX2871","QFN-32-1EP_5x5mm_P0.5mm_EP3.1x3.1mm",88.000000,24.400000,90.000000,top
"IC22","LT5560","WSON-8-1EP_3x3mm_P0.5mm_EP1.45x2.4mm",12.500000,37.500000,90.000000,top
"IC23","THS4521IDGKR","VSSOP-8_3.0x3.0mm_P0.65mm",12.700000,43.900000,180.000000,top
"IC24","ADL5801","QFN-24-1EP_4x4mm_P0.5mm_EP2.6x2.6mm",12.500000,20.600000,0.000000,top
"IC25","NCP702-1.8","SOT-23-5",6.000000,50.500000,90.000000,top
"IC26","MCP33131D-10-E/MS","VSSOP-10_3x3mm_P0.5mm",12.400000,53.500000,90.000000,top
"IC27","LT5560","WSON-8-1EP_3x3mm_P0.5mm_EP1.45x2.4mm",113.600000,41.500000,90.000000,top
"IC28","THS4521IDGKR","VSSOP-8_3.0x3.0mm_P0.65mm",113.000000,48.200000,180.000000,top
"IC29","ADL5801","QFN-24-1EP_4x4mm_P0.5mm_EP2.6x2.6mm",105.000000,26.000000,-90.000000,top
"IC30","NCP702-1.8","SOT-23-5",107.500000,59.100000,0.000000,top
"IC31","MCP33131D-10-E/MS","VSSOP-10_3x3mm_P0.5mm",112.700000,59.100000,90.000000,top
"IC32","THS4521IDGKR","VSSOP-8_3.0x3.0mm_P0.65mm",33.200000,31.100000,180.000000,top
"IC33","ADL5801","QFN-24-1EP_4x4mm_P0.5mm_EP2.6x2.6mm",41.300000,16.000000,0.000000,top
"IC34","NCP702-1.8","SOT-23-5",37.000000,42.000000,90.000000,top
"IC35","MCP33131D-10-E/MS","VSSOP-10_3x3mm_P0.5mm",33.000000,42.300000,90.000000,top
"IC36","LT5560","WSON-8-1EP_3x3mm_P0.5mm_EP1.45x2.4mm",35.700000,25.400000,180.000000,top
"IC37","STM32G431CB","QFN-48-1EP_7x7mm_P0.5mm_EP5.6x5.6mm",65.100000,77.800000,90.000000,top
"J2","SMA","BU-1420701851",12.000000,-1.900000,90.000000,top
"J3","SMA","BU-1420701851",110.000000,-1.900000,90.000000,top
"J4","USB_C_Receptacle_USB2.0_16P","USB_C_Receptacle_GCT_USB4105-xx-A_16P_TopMnt_Horizontal",63.998900,92.303600,180.000000,top
"L1","2.2uH","L_Sunlord_SWPA5040S",101.500000,81.900000,0.000000,top
"L2","2.2uH","L_Sunlord_SWPA5040S",90.300000,83.000000,90.000000,top
"L3","2.2uH","L_Sunlord_SWPA5040S",90.300000,75.000000,-90.000000,top
"L4","2.2uH","L_Sunlord_SWPA5040S",79.300000,72.000000,90.000000,top
"L5","2.2uH","L_Sunlord_SWPA5040S",112.450000,75.650000,90.000000,top
"L6","FERRITE","R_0402_1005Metric",22.000000,38.400000,-90.000000,top
"L7","FERRITE","R_0402_1005Metric",101.000000,59.300000,90.000000,top
"L8","FERRITE","R_0402_1005Metric",30.900000,17.800000,-90.000000,top
"L9","FERRITE","R_0402_1005Metric",92.000000,58.000000,180.000000,top
"L10","FERRITE","R_0402_1005Metric",91.488900,44.813600,180.000000,top
"L11","10uH","L_0805_2012Metric_Pad1.15x1.40mm_HandSolder",64.300000,18.400000,180.000000,top
"L12","FERRITE","R_0402_1005Metric",16.800000,38.700000,-90.000000,top
"L13","FERRITE","R_0402_1005Metric",5.400000,46.200000,-90.000000,top
"L14","330nH","L_0402_1005Metric",87.200000,36.000000,180.000000,top
"L15","FERRITE","R_0402_1005Metric",16.800000,41.400000,-90.000000,top
"L16","FERRITE","R_0402_1005Metric",17.500000,25.600000,90.000000,top
"L17","FERRITE","R_0402_1005Metric",7.700000,26.800000,90.000000,top
"L18","330nH","L_0402_1005Metric",83.200000,36.000000,180.000000,top
"L19","FERRITE","R_0402_1005Metric",79.900000,53.000000,180.000000,top
"L20","FERRITE","R_0402_1005Metric",73.300000,57.200000,180.000000,top
"L21","FERRITE","R_0402_1005Metric",63.000000,39.000000,180.000000,top
"L22","FERRITE","R_0402_1005Metric",65.200000,32.000000,-90.000000,top
"L23","FERRITE","R_0402_1005Metric",66.100000,20.400000,180.000000,top
"L24","330nH","L_0402_1005Metric",61.600000,18.400000,180.000000,top
"L25","FERRITE","R_0402_1005Metric",64.300000,4.500000,90.000000,top
"L26","FERRITE","R_0402_1005Metric",84.000000,9.600000,-90.000000,top
"L27","FERRITE","R_0402_1005Metric",24.800000,10.500000,-90.000000,top
"L28","FERRITE","R_0402_1005Metric",80.000000,29.000000,0.000000,top
"L29","FERRITE","R_0402_1005Metric",83.500000,18.500000,0.000000,top
"L30","330nH","L_0402_1005Metric",11.800000,34.300000,180.000000,top
"L31","330nH","L_0402_1005Metric",14.200000,34.300000,0.000000,top
"L32","330nH","L_0402_1005Metric",14.400000,23.800000,180.000000,top
"L33","330nH","L_0402_1005Metric",11.600000,23.800000,0.000000,top
"L34","68nH","L_0402_1005Metric",14.700000,27.900000,90.000000,top
"L35","68nH","L_0402_1005Metric",11.300000,27.900000,90.000000,top
"L36","33nH","L_0402_1005Metric",14.700000,30.200000,90.000000,top
"L37","33nH","L_0402_1005Metric",11.300000,30.200000,90.000000,top
"L38","330nH","L_0402_1005Metric",112.800000,38.200000,180.000000,top
"L39","330nH","L_0402_1005Metric",115.400000,38.200000,0.000000,top
"L40","330nH","L_0402_1005Metric",108.200000,24.250000,90.000000,top
"L41","330nH","L_0402_1005Metric",108.200000,26.700000,-90.000000,top
"L42","68nH","L_0402_1005Metric",114.700000,26.800000,90.000000,top
"L43","68nH","L_0402_1005Metric",113.500000,26.800000,90.000000,top
"L44","33nH","L_0402_1005Metric",114.700000,30.400000,90.000000,top
"L45","33nH","L_0402_1005Metric",113.500000,30.400000,90.000000,top
"L46","330nH","L_0402_1005Metric",43.200000,19.200000,180.000000,top
"L47","330nH","L_0402_1005Metric",40.500000,19.200000,0.000000,top
"L48","68nH","L_0402_1005Metric",43.500000,23.300000,90.000000,top
"L49","68nH","L_0402_1005Metric",40.000000,23.300000,90.000000,top
"L50","33nH","L_0402_1005Metric",43.500000,25.600000,90.000000,top
"L51","33nH","L_0402_1005Metric",40.000000,25.600000,90.000000,top
"L52","330nH","L_0402_1005Metric",44.790000,25.630000,-90.000000,top
"L53","330nH","L_0402_1005Metric",38.700000,25.600000,-90.000000,top
"L54","FERRITE","R_0402_1005Metric",113.200000,22.200000,0.000000,top
"L55","FERRITE","R_0402_1005Metric",109.400000,29.900000,90.000000,top
"L56","FERRITE","R_0402_1005Metric",116.300000,51.000000,90.000000,top
"L57","FERRITE","R_0402_1005Metric",117.500000,44.800000,0.000000,top
"L58","FERRITE","R_0402_1005Metric",105.200000,61.100000,180.000000,top
"L59","FERRITE","R_0402_1005Metric",45.400000,12.200000,0.000000,top
"L60","FERRITE","R_0402_1005Metric",38.800000,21.000000,90.000000,top
"L61","FERRITE","R_0402_1005Metric",38.000000,29.100000,0.000000,top
"L62","FERRITE","R_0402_1005Metric",37.000000,34.100000,0.000000,top
"L63","FERRITE","R_0402_1005Metric",37.000000,38.400000,180.000000,top
"L64","FERRITE","R_0402_1005Metric",73.400000,53.800000,0.000000,top
"L65","FERRITE","R_0402_1005Metric",83.800000,28.000000,90.000000,top
"LED1","Red","LED_0603_1608Metric",34.620000,82.720000,90.000000,top
"LED2","Green","LED_0603_1608Metric",37.620000,82.820000,90.000000,top
"LED3","Red","LED_0603_1608Metric",31.620000,82.820000,90.000000,top
"LED4","Red","LED_0603_1608Metric",28.620000,82.820000,90.000000,top
"LED5","Red","LED_0603_1608Metric",25.620000,82.820000,90.000000,top
"LED6","Green","LED_0603_1608Metric",22.620000,82.820000,90.000000,top
"LED7","Green","LED_0603_1608Metric",19.620000,82.820000,90.000000,top
"LED8","Green","LED_0603_1608Metric",16.620000,82.820000,90.000000,top
"LED9","Green","LED_0603_1608Metric",13.620000,82.820000,90.000000,top
"LED10","Green","LED_0603_1608Metric",10.620000,82.820000,90.000000,top
"LP1","LP0603A-0947","FILTRDFN160X84X70-4N",47.700000,41.900000,90.000000,top
"LP2","LP0603A-3500","FILTRDFN160X84X70-4N",55.600000,42.100000,90.000000,top
"LP3","LP0603A-1880","FILTRDFN160X84X70-4N",58.000000,42.100000,90.000000,top
"Q1","SSM3J338R","SOT-23",69.878900,86.013600,180.000000,top
"Q2","SSM3J338R","SOT-23",73.518900,87.883600,0.000000,top
"R1","620R","R_0402_1005Metric",95.700000,77.600000,90.000000,top
"R2","4.7k","R_0402_1005Metric",99.500000,70.200000,0.000000,top
"R3","10k","R_0402_1005Metric",96.400000,70.200000,0.000000,top
"R4","38.3k","R_0402_1005Metric",99.500000,71.500000,0.000000,top
"R5","10k","R_0402_1005Metric",96.400000,71.500000,0.000000,top
"R6","10k","R_0402_1005Metric",97.400000,45.200000,180.000000,top
"R7","100R","R_0402_1005Metric",80.000000,36.700000,90.000000,top
"R8","62R","R_0402_1005Metric",78.000000,36.000000,180.000000,top
"R9","100R","R_0402_1005Metric",76.000000,36.700000,-90.000000,top
"R10","5.1k","R_0402_1005Metric",68.700000,45.500000,90.000000,top
"R11","10k","R_0402_1005Metric",58.500000,59.100000,180.000000,top
"R12","49.9R","R_0402_1005Metric",63.100000,51.400000,90.000000,top
"R13","49.9R","R_0402_1005Metric",64.300000,49.100000,-90.000000,top
"R14","49.9R","R_0402_1005Metric",63.100000,46.800000,90.000000,top
"R15","1.8k","R_0402_1005Metric",65.508900,54.523600,-90.000000,top
"R16","82R","R_0402_1005Metric",69.000000,55.600000,-90.000000,top
"R17","330R","R_0402_1005Metric",67.800000,55.600000,90.000000,top
"R18","10k","R_0402_1005Metric",53.000000,44.000000,90.000000,top
"R19","10k","R_0402_1005Metric",49.400000,44.000000,90.000000,top
"R20","10k","R_0402_1005Metric",50.600000,44.000000,-90.000000,top
"R21","10k","R_0402_1005Metric",51.800000,44.000000,-90.000000,top
"R22","10k","R_0402_1005Metric",51.800000,40.000000,90.000000,top
"R23","10k","R_0402_1005Metric",53.000000,40.000000,-90.000000,top
"R24","10k","R_0402_1005Metric",50.600000,40.000000,90.000000,top
"R25","10k","R_0402_1005Metric",49.400000,40.000000,-90.000000,top
"R26","2.7R","R_0402_1005Metric",61.000000,14.400000,-90.000000,top
"R27","402R","R_0402_1005Metric",60.300000,12.700000,0.000000,top
"R28","56R","R_0402_1005Metric",59.700000,11.000000,90.000000,top
"R29","2.7R","R_0402_1005Metric",61.000000,11.000000,-90.000000,top
"R30","5.1k","R_0402_1005Metric",87.300000,29.000000,-90.000000,top
"R31","10k","R_0402_1005Metric",86.060000,18.810000,90.000000,top
"R32","49.9R","R_0402_1005Metric",93.300000,22.700000,0.000000,top
"R33","49.9R","R_0402_1005Metric",93.300000,24.350000,0.000000,top
"R34","49.9R","R_0402_1005Metric",93.300000,25.925000,0.000000,top
"R35","49.9R","R_0402_1005Metric",93.300000,27.275000,0.000000,top
"R36","1.8k","R_0402_1005Metric",90.718900,19.793600,90.000000,top
"R37","82R","R_0402_1005Metric",87.300000,18.800000,90.000000,top
"R38","49.9R","R_0402_1005Metric",94.200000,29.850000,180.000000,top
"R39","330R","R_0402_1005Metric",88.500000,18.800000,-90.000000,top
"R40","PAT0816-C-3DB-T5","PAT0816",96.500000,5.950000,180.000000,top
"R41","0R","R_0402_1005Metric",98.700000,37.400000,-90.000000,top
"R42","0R","R_0402_1005Metric",101.100000,37.400000,90.000000,top
"R43","0R","R_0402_1005Metric",87.200000,39.600000,180.000000,top
"R44","0R","R_0402_1005Metric",83.200000,39.600000,180.000000,top
"R45","49.9R","R_0402_1005Metric",17.400000,12.000000,-60.000000,top
"R46","49.9R","R_0402_1005Metric",19.500000,12.000000,-120.000000,top
"R47","PAT0816-C-3DB-T5","PAT0816",109.650000,10.000000,-90.000000,top
"R48","PAT0816-C-3DB-T5","PAT0816",11.650000,10.000000,-90.000000,top
"R49","PAT0816-C-3DB-T5","PAT0816",23.250000,5.950000,180.000000,top
"R50","49.9R","R_0402_1005Metric",22.100000,14.000000,0.000000,top
"R51","0R","R_0402_1005Metric",87.200000,44.000000,180.000000,top
"R52","0R","R_0402_1005Metric",83.200000,44.000000,180.000000,top
"R53","220R","R_0402_1005Metric",11.700000,40.500000,0.000000,top
"R54","220R","R_0402_1005Metric",14.000000,40.500000,180.000000,top
"R55","6.8k","R_0402_1005Metric",9.000000,43.900000,90.000000,top
"R56","6.8k","R_0402_1005Metric",16.400000,43.900000,-90.000000,top
"R57","DNP","R_0402_1005Metric",13.000000,17.000000,0.000000,top
"R58","220R","R_0402_1005Metric",10.000000,46.700000,-90.000000,top
"R59","220R","R_0402_1005Metric",15.200000,46.700000,-90.000000,top
"R60","1k","R_0402_1005Metric",8.200000,17.500000,180.000000,top
"R61","220R","R_0402_1005Metric",10.900000,49.100000,-90.000000,top
"R62","220R","R_0402_1005Metric",14.400000,49.200000,-90.000000,top
"R63","56R","R_0402_1005Metric",13.000000,31.800000,0.000000,top
"R64","20R","R_0402_1005Metric",14.700000,32.500000,-90.000000,top
"R65","20R","R_0402_1005Metric",11.300000,32.500000,-90.000000,top
"R66","56R","R_0402_1005Metric",13.000000,33.100000,180.000000,top
"R67","100R","R_0402_1005Metric",55.400000,59.100000,180.000000,top
"R68","100R","R_0402_1005Metric",56.000000,55.900000,180.000000,top
"R69","10k","R_0402_1005Metric",49.000000,55.900000,180.000000,top
"R70","100R","R_0402_1005Metric",52.800000,55.900000,180.000000,top
"R72","49.9R","R_0402_1005Metric",105.400000,13.300000,-120.000000,top
"R73","49.9R","R_0402_1005Metric",103.400000,13.300000,-60.000000,top
"R74","100R","R_0402_1005Metric",4.400000,17.300000,180.000000,top
"R75","100R","R_0402_1005Metric",4.400000,21.100000,180.000000,top
"R76","49.9R","R_0402_1005Metric",100.900000,15.200000,180.000000,top
"R78","100R","R_0402_1005Metric",32.900000,19.000000,90.000000,top
"R79","100R","R_0402_1005Metric",35.400000,19.600000,90.000000,top
"R80","220R","R_0402_1005Metric",112.800000,44.800000,0.000000,top
"R81","220R","R_0402_1005Metric",115.200000,44.800000,180.000000,top
"R82","6.8k","R_0402_1005Metric",108.200000,48.200000,90.000000,top
"R83","6.8k","R_0402_1005Metric",116.700000,48.200000,-90.000000,top
"R84","DNP","R_0402_1005Metric",100.600000,25.500000,-90.000000,top
"R85","220R","R_0402_1005Metric",111.000000,52.000000,-90.000000,top
"R86","220R","R_0402_1005Metric",115.000000,52.000000,-90.000000,top
"R87","1k","R_0402_1005Metric",101.800000,29.900000,90.000000,top
"R88","220R","R_0402_1005Metric",111.000000,54.400000,-90.000000,top
"R89","220R","R_0402_1005Metric",115.000000,54.400000,-90.000000,top
"R90","56R","R_0402_1005Metric",114.100000,33.400000,0.000000,top
"R91","20R","R_0402_1005Metric",114.700000,35.200000,-90.000000,top
"R92","20R","R_0402_1005Metric",113.500000,35.200000,-90.000000,top
"R93","56R","R_0402_1005Metric",114.100000,37.000000,180.000000,top
"R94","4.7k","R_0402_1005Metric",29.500000,31.100000,90.000000,top
"R95","4.7k","R_0402_1005Metric",36.900000,31.000000,-90.000000,top
"R96","220R","R_0402_1005Metric",31.300000,34.900000,-90.000000,top
"R97","220R","R_0402_1005Metric",35.100000,35.000000,-90.000000,top
"R98","220R","R_0402_1005Metric",31.300000,37.400000,-90.000000,top
"R99","220R","R_0402_1005Metric",35.100000,37.400000,-90.000000,top
"R100","DNP","R_0402_1005Metric",42.100000,12.300000,0.000000,top
"R101","1k","R_0402_1005Metric",37.400000,12.800000,180.000000,top
"R102","220R","R_0402_1005Metric",32.600000,24.800000,90.000000,top
"R103","220R","R_0402_1005Metric",34.600000,27.700000,180.000000,top
"R104","0R","R_0402_1005Metric",56.900000,73.700000,180.000000,top
"R105","0R","R_0402_1005Metric",56.900000,71.300000,180.000000,top
"R106","0R","R_0402_1005Metric",56.900000,72.500000,180.000000,top
"R107","0R","R_0402_1005Metric",56.900000,70.100000,180.000000,top
"R108","0R","R_0402_1005Metric",56.900000,68.900000,180.000000,top
"R109","0R","R_0402_1005Metric",56.900000,74.900000,180.000000,top
"R110","0R","R_0402_1005Metric",56.900000,76.100000,180.000000,top
"R111","DNP","R_0402_1005Metric",53.900000,73.700000,180.000000,top
"R112","DNP","R_0402_1005Metric",53.900000,71.300000,180.000000,top
"R113","DNP","R_0402_1005Metric",53.900000,72.500000,180.000000,top
"R114","DNP","R_0402_1005Metric",53.900000,70.100000,180.000000,top
"R115","DNP","R_0402_1005Metric",53.900000,68.900000,180.000000,top
"R116","10k","R_0402_1005Metric",67.300000,84.300000,90.000000,top
"R117","10k","R_0402_1005Metric",66.000000,84.300000,90.000000,top
"R118","20R","R_0402_1005Metric",64.000000,84.300000,-90.000000,top
"R119","20R","R_0402_1005Metric",62.700000,84.300000,90.000000,top
"R120","330R","R_0402_1005Metric",36.100000,82.800000,90.000000,top
"R121","10k","R_0402_1005Metric",49.098900,69.253600,0.000000,top
"R122","10k","R_0402_1005Metric",49.100000,68.000000,180.000000,top
"R123","20R","R_0402_1005Metric",115.100000,60.600000,-90.000000,top
"R124","20R","R_0402_1005Metric",49.200000,60.200000,180.000000,top
"R125","10k","R_0402_1005Metric",70.900000,89.500000,-90.000000,top
"R126","20R","R_0402_1005Metric",93.000000,38.500000,-90.000000,top
"R127","10k","R_0402_1005Metric",48.500000,57.600000,0.000000,top
"R128","10k","R_0402_1005Metric",48.500000,58.900000,0.000000,top
"R129","10k","R_0402_1005Metric",46.000000,78.000000,90.000000,top
"R130","10k","R_0402_1005Metric",20.000000,61.300000,90.000000,top
"R131","10k","R_0402_1005Metric",22.300000,61.300000,-90.000000,top
"R132","10k","R_0402_1005Metric",26.300000,53.200000,0.000000,top
"R133","10k","R_0402_1005Metric",26.300000,54.400000,180.000000,top
"R134","330R","R_0402_1005Metric",39.100000,82.800000,-90.000000,top
"R135","330R","R_0402_1005Metric",33.100000,82.800000,-90.000000,top
"R136","330R","R_0402_1005Metric",30.100000,82.800000,-90.000000,top
"R137","330R","R_0402_1005Metric",27.100000,82.800000,-90.000000,top
"R138","330R","R_0402_1005Metric",24.100000,82.800000,-90.000000,top
"R139","330R","R_0402_1005Metric",21.100000,82.800000,-90.000000,top
"R140","330R","R_0402_1005Metric",18.100000,82.800000,-90.000000,top
"R141","330R","R_0402_1005Metric",15.100000,82.800000,-90.000000,top
"R142","330R","R_0402_1005Metric",12.100000,82.800000,-90.000000,top
"R143","10k","R_0402_1005Metric",28.400000,41.200000,90.000000,top
"R144","10k","R_0402_1005Metric",29.500000,35.000000,-90.000000,top
"R145","10k","R_0402_1005Metric",16.600000,53.000000,90.000000,top
"R146","10k","R_0402_1005Metric",19.200000,49.700000,-90.000000,top
"R147","10k","R_0402_1005Metric",109.300000,52.100000,-90.000000,top
"R148","10k","R_0402_1005Metric",105.100000,53.100000,90.000000,top
"R149","10k","R_0402_1005Metric",85.400000,10.800000,90.000000,top
"R150","10k","R_0402_1005Metric",49.300000,21.000000,90.000000,top
"R151","10k","R_0402_1005Metric",50.500000,21.000000,90.000000,top
"R152","10k","R_0402_1005Metric",18.900000,31.300000,90.000000,top
"R153","10k","R_0402_1005Metric",54.000000,21.100000,90.000000,top
"R154","10k","R_0402_1005Metric",67.300000,38.500000,90.000000,top
"R155","10k","R_0402_1005Metric",72.400000,38.500000,90.000000,top
"R156","10k","R_0402_1005Metric",48.500000,29.200000,180.000000,top
"R157","10k","R_0402_1005Metric",50.900000,28.400000,180.000000,top
"R158","10k","R_0402_1005Metric",48.500000,27.600000,180.000000,top
"R159","10k","R_0402_1005Metric",50.900000,26.800000,180.000000,top
"R160","10k","R_0402_1005Metric",48.500000,24.400000,0.000000,top
"R161","10k","R_0402_1005Metric",50.900000,25.200000,0.000000,top
"R162","10k","R_0402_1005Metric",48.500000,26.000000,0.000000,top
"R163","10k","R_0402_1005Metric",57.300000,57.600000,180.000000,top
"R164","100R","R_0402_1005Metric",51.600000,59.100000,180.000000,top
"R165","10k","R_0402_1005Metric",55.800000,60.300000,180.000000,top
"R168","75R","R_0402_1005Metric",5.100000,19.200000,-90.000000,top
"R173","75R","R_0402_1005Metric",34.700000,17.800000,180.000000,top
"T1","B012-617DB-1-63-B331","EASTEVER_BALUN",18.500000,15.700000,-90.000000,top
"T2","B012-617DB-1-63-B331","EASTEVER_BALUN",104.400000,17.000000,-90.000000,top
"T3","B012-617DB-1-63-B331","EASTEVER_BALUN",50.000000,15.400000,0.000000,top
"U1","W25Q16BVSN","SOIC-8_3.9x4.9mm_P1.27mm",55.335000,65.265000,180.000000,top
"U2","XC6SLX9-TQG144","TQFP-144_20x20mm_P0.5mm",35.000000,67.000000,90.000000,top
"X1","SMA","J502-ND-142-0711-821_826",111.000000,95.900000,-90.000000,top
"X2","SMA","J502-ND-142-0711-821_826",95.000000,95.900000,-90.000000,top
"Y1","26MHz","Oscillator_SMD_ECS_20CSMV4_2.0x1.6mm",102.050000,41.025000,180.000000,top
